,gender,customer_type,age,type_of_travel,flight_distance,inflight_wifi_service,departure/arrival_time_convenient,ease_of_online_booking,food_and_drink,inflight_entertainment,baggage_handling,cleanliness,departure_delay_in_minutes,arrival_delay_in_minutes,satisfaction
39412,Male,Loyal Customer,40,Business travel,2723.0,2,2,2,4,4,4,5,7.0,0.0,satisfied
39413,Female,Loyal Customer,48,Business travel,2723.0,1,1,1,4,4,4,5,23.0,18.0,satisfied
39414,Female,Loyal Customer,43,Business travel,2723.0,1,4,4,4,1,1,3,0.0,0.0,dissatisfied
39415,Male,Loyal Customer,46,Business travel,2723.0,4,4,4,2,4,4,5,0.0,11.0,satisfied
39416,Male,Loyal Customer,34,Business travel,2723.0,5,5,5,2,4,4,5,0.0,0.0,satisfied
39417,Male,Loyal Customer,56,Business travel,2724.0,3,5,3,5,3,4,5,6.0,0.0,satisfied
39418,Male,Loyal Customer,33,Business travel,2724.0,4,4,4,5,5,4,5,2.0,5.0,satisfied
39419,Female,Loyal Customer,56,Business travel,2724.0,3,3,3,3,5,5,5,0.0,0.0,satisfied
39420,Female,Loyal Customer,45,Business travel,2724.0,5,5,5,4,5,5,3,0.0,0.0,satisfied
39421,Female,Loyal Customer,40,Business travel,2724.0,1,1,1,3,4,4,5,17.0,10.0,satisfied
39423,Female,Loyal Customer,64,Business travel,2724.0,3,3,4,4,5,5,4,20.0,17.0,satisfied
39424,Male,Disloyal Customer,37,Business travel,2724.0,3,3,3,2,2,3,2,0.0,0.0,dissatisfied
39425,Female,Loyal Customer,53,Business travel,2724.0,4,4,4,4,5,5,3,24.0,19.0,satisfied
39426,Male,Loyal Customer,43,Business travel,2724.0,4,4,5,1,2,2,2,0.0,0.0,satisfied
39427,Female,Loyal Customer,36,Business travel,2724.0,3,3,3,3,5,3,5,0.0,0.0,satisfied
39428,Male,Loyal Customer,57,Business travel,2724.0,3,3,3,4,5,5,3,0.0,18.0,satisfied
39429,Female,Loyal Customer,54,Business travel,2724.0,2,2,2,5,4,4,4,0.0,0.0,satisfied
39431,Female,Loyal Customer,12,Business travel,2725.0,2,2,2,4,4,5,4,129.0,122.0,satisfied
39432,Female,Loyal Customer,51,Business travel,2725.0,1,1,1,2,5,5,3,0.0,0.0,satisfied
39433,Female,Loyal Customer,60,Business travel,2725.0,2,4,3,1,2,2,4,0.0,14.0,dissatisfied
39434,Male,Loyal Customer,60,Business travel,2725.0,2,2,4,3,4,4,4,79.0,54.0,satisfied
39435,Male,Loyal Customer,47,Business travel,2725.0,4,4,4,5,5,5,3,0.0,0.0,satisfied
39436,Male,Loyal Customer,50,Business travel,2725.0,4,4,4,3,4,4,4,0.0,2.0,satisfied
39437,Male,Loyal Customer,49,Business travel,2725.0,1,1,3,2,4,4,3,68.0,61.0,satisfied
39438,Female,Loyal Customer,42,Business travel,2725.0,1,1,1,2,4,4,5,26.0,13.0,satisfied
39439,Male,Loyal Customer,60,Business travel,2725.0,5,5,5,5,4,4,4,17.0,11.0,satisfied
39440,Male,Loyal Customer,67,Business travel,2726.0,1,2,3,2,1,1,2,2.0,17.0,dissatisfied
39441,Female,Loyal Customer,54,Business travel,2726.0,4,4,4,5,4,4,5,9.0,5.0,satisfied
39442,Male,Loyal Customer,60,Business travel,2726.0,5,5,5,5,5,5,3,0.0,3.0,satisfied
39443,Male,Loyal Customer,59,Business travel,2726.0,1,1,1,4,3,3,4,0.0,4.0,satisfied
39444,Male,Loyal Customer,48,Business travel,2726.0,1,1,1,4,4,4,3,60.0,55.0,satisfied
39445,Female,Loyal Customer,24,Business travel,2726.0,1,1,1,4,4,5,4,0.0,-45.0,satisfied
39446,Female,Loyal Customer,49,Business travel,2726.0,1,1,1,4,4,4,4,0.0,0.0,satisfied
39447,Female,Loyal Customer,25,Business travel,2727.0,2,2,2,4,4,5,4,0.0,0.0,satisfied
39448,Female,Loyal Customer,79,Business travel,2727.0,5,1,1,4,5,5,3,0.0,0.0,dissatisfied
39449,Male,Loyal Customer,57,Business travel,2727.0,4,4,4,2,5,5,3,14.0,7.0,satisfied
39450,Female,Loyal Customer,66,Business travel,2727.0,3,1,1,3,3,3,2,0.0,0.0,dissatisfied
39451,Female,Loyal Customer,59,Business travel,2727.0,1,4,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
39452,Female,Loyal Customer,41,Business travel,2727.0,2,2,2,4,2,2,4,1.0,0.0,dissatisfied
39453,Female,Loyal Customer,54,Business travel,2727.0,3,3,3,2,5,5,5,0.0,0.0,satisfied
39454,Male,Loyal Customer,49,Business travel,2727.0,2,2,2,3,4,4,4,0.0,0.0,satisfied
39455,Female,Loyal Customer,39,Business travel,2727.0,5,5,5,3,5,3,4,0.0,0.0,satisfied
39456,Male,Loyal Customer,43,Business travel,2728.0,2,2,2,2,2,4,2,268.0,255.0,dissatisfied
39457,Female,Loyal Customer,48,Business travel,2728.0,3,2,3,4,3,3,5,12.0,4.0,satisfied
39458,Male,Loyal Customer,55,Business travel,2728.0,2,1,1,2,2,2,3,0.0,33.0,dissatisfied
39459,Male,Loyal Customer,47,Business travel,2728.0,4,4,4,5,4,5,3,0.0,1.0,satisfied
39460,Female,Loyal Customer,42,Business travel,2728.0,3,3,3,5,5,5,3,0.0,0.0,satisfied
39461,Male,Loyal Customer,49,Business travel,2728.0,5,2,5,5,4,4,4,6.0,12.0,satisfied
39462,Male,Loyal Customer,60,Business travel,2728.0,1,2,1,2,1,1,4,0.0,0.0,satisfied
39463,Male,Loyal Customer,43,Business travel,2728.0,2,1,1,4,2,2,2,56.0,40.0,dissatisfied
39464,Female,Loyal Customer,25,Business travel,2728.0,5,5,1,5,5,5,5,0.0,0.0,satisfied
39465,Female,Loyal Customer,34,Business travel,2728.0,5,5,5,5,5,5,4,0.0,0.0,satisfied
39466,Female,Loyal Customer,47,Business travel,2728.0,1,1,1,3,5,5,4,0.0,0.0,satisfied
39467,Male,Loyal Customer,56,Business travel,2728.0,1,1,1,1,1,1,4,0.0,0.0,dissatisfied
39468,Female,Loyal Customer,35,Business travel,2728.0,1,1,1,2,4,4,4,0.0,0.0,satisfied
39470,Male,Loyal Customer,57,Business travel,2729.0,4,4,5,4,5,5,4,0.0,0.0,satisfied
39471,Male,Loyal Customer,46,Business travel,2729.0,0,4,0,4,2,2,5,38.0,36.0,satisfied
39472,Female,Loyal Customer,49,Business travel,2729.0,3,3,3,5,1,3,2,0.0,0.0,dissatisfied
39473,Female,Loyal Customer,56,Business travel,2729.0,1,3,3,1,1,1,3,0.0,0.0,dissatisfied
39474,Female,Loyal Customer,41,Business travel,2729.0,1,1,3,3,4,4,5,22.0,9.0,satisfied
39475,Male,Loyal Customer,41,Business travel,2730.0,5,5,5,3,5,5,3,0.0,0.0,satisfied
39476,Male,Loyal Customer,45,Business travel,2730.0,1,1,1,2,5,5,4,0.0,0.0,satisfied
39477,Male,Loyal Customer,56,Business travel,2730.0,1,1,1,5,5,5,5,12.0,14.0,satisfied
39478,Male,Loyal Customer,15,Business travel,2730.0,1,3,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
39479,Male,Loyal Customer,55,Business travel,2730.0,5,5,1,4,5,5,4,22.0,15.0,satisfied
39480,Female,Loyal Customer,46,Business travel,2730.0,1,1,3,1,1,1,3,0.0,12.0,dissatisfied
39481,Male,Loyal Customer,32,Business travel,2730.0,5,5,5,4,4,4,4,1.0,0.0,satisfied
39482,Male,Loyal Customer,22,Business travel,2730.0,1,4,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
39483,Male,Loyal Customer,44,Business travel,2730.0,2,2,2,2,4,5,5,0.0,0.0,satisfied
39484,Female,Loyal Customer,51,Business travel,2730.0,3,3,3,5,4,4,4,9.0,0.0,satisfied
39485,Female,Loyal Customer,22,Business travel,2730.0,3,4,4,3,3,1,3,83.0,81.0,dissatisfied
39486,Male,Loyal Customer,52,Business travel,2731.0,4,4,4,5,5,3,2,2.0,0.0,satisfied
39487,Male,Loyal Customer,36,Business travel,2731.0,4,5,5,1,4,4,3,0.0,0.0,dissatisfied
39488,Female,Loyal Customer,41,Business travel,2731.0,4,4,4,4,5,5,5,0.0,0.0,satisfied
39490,Male,Loyal Customer,43,Business travel,2732.0,2,2,2,5,4,4,2,12.0,2.0,satisfied
39491,Male,Loyal Customer,49,Business travel,2732.0,4,4,2,4,4,4,5,0.0,0.0,satisfied
39492,Female,Loyal Customer,43,Business travel,2732.0,2,2,2,5,4,4,4,0.0,0.0,satisfied
39494,Male,Loyal Customer,43,Business travel,2732.0,4,4,4,2,5,5,3,0.0,0.0,satisfied
39495,Male,Loyal Customer,40,Business travel,2732.0,4,4,4,5,4,4,4,0.0,0.0,satisfied
39496,Female,Loyal Customer,56,Business travel,2732.0,1,1,1,3,4,5,2,0.0,0.0,satisfied
39497,Male,Loyal Customer,41,Business travel,2733.0,3,3,3,5,5,1,5,186.0,209.0,satisfied
39498,Female,Loyal Customer,50,Business travel,2733.0,1,1,5,4,5,5,5,111.0,131.0,satisfied
39499,Male,Loyal Customer,41,Business travel,2733.0,5,5,5,5,5,5,5,0.0,0.0,satisfied
39500,Male,Loyal Customer,65,Business travel,2733.0,1,3,3,3,1,1,3,6.0,3.0,dissatisfied
39501,Female,Loyal Customer,53,Business travel,2733.0,2,2,2,4,4,4,5,0.0,0.0,satisfied
39502,Female,Loyal Customer,51,Business travel,2733.0,2,1,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
39505,Male,Loyal Customer,38,Business travel,2734.0,4,4,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
39506,Female,Loyal Customer,53,Business travel,2734.0,1,1,4,5,4,4,3,54.0,33.0,satisfied
39507,Female,Loyal Customer,54,Business travel,2734.0,4,4,4,4,5,5,4,0.0,0.0,satisfied
39508,Male,Loyal Customer,48,Business travel,2734.0,5,5,5,2,5,5,3,8.0,43.0,satisfied
39509,Male,Loyal Customer,39,Business travel,2734.0,3,3,3,2,5,5,3,4.0,0.0,satisfied
39510,Male,Loyal Customer,22,Business travel,2734.0,3,3,5,4,4,5,4,0.0,0.0,satisfied
39511,Male,Loyal Customer,55,Business travel,2734.0,2,2,2,3,4,4,5,0.0,13.0743375378899,satisfied
39512,Female,Loyal Customer,54,Business travel,2734.0,3,3,3,4,4,4,3,0.0,0.0,satisfied
39513,Female,Loyal Customer,48,Business travel,2734.0,2,2,2,5,4,4,3,0.0,0.0,satisfied
39514,Female,Loyal Customer,25,Business travel,2734.0,5,5,4,5,5,5,5,0.0,0.0,satisfied
39515,Female,Loyal Customer,45,Business travel,2734.0,4,4,4,3,5,4,3,6.0,8.0,satisfied
39516,Female,Loyal Customer,48,Business travel,2734.0,2,1,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
39517,Female,Loyal Customer,40,Business travel,2735.0,5,5,5,5,4,5,5,0.0,0.0,satisfied
39518,Male,Loyal Customer,51,Business travel,2735.0,3,4,3,3,4,4,4,0.0,0.0,satisfied
39519,Female,Loyal Customer,40,Business travel,2735.0,4,4,4,2,5,5,3,0.0,0.0,satisfied
39520,Male,Loyal Customer,42,Business travel,2735.0,1,5,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
39521,Male,Loyal Customer,22,Business travel,2735.0,2,2,2,4,4,5,4,0.0,1.0,satisfied
39522,Female,Loyal Customer,51,Business travel,2736.0,2,2,2,3,5,5,5,16.0,26.0,satisfied
39523,Male,Loyal Customer,46,Business travel,2736.0,3,3,3,5,5,5,5,0.0,0.0,satisfied
39524,Female,Loyal Customer,41,Business travel,2736.0,4,4,2,5,2,2,3,0.0,0.0,satisfied
39525,Male,Loyal Customer,43,Business travel,2736.0,5,5,5,4,4,5,4,33.0,34.0,satisfied
39526,Female,Loyal Customer,39,Business travel,2736.0,5,5,5,2,5,5,3,38.0,36.0,satisfied
39527,Female,Loyal Customer,21,Business travel,2736.0,2,4,4,2,2,3,2,0.0,0.0,dissatisfied
39528,Male,Loyal Customer,73,Business travel,2736.0,1,5,5,2,1,1,3,0.0,0.0,dissatisfied
39529,Male,Loyal Customer,45,Business travel,2736.0,3,4,3,3,4,4,4,0.0,0.0,satisfied
39530,Female,Loyal Customer,44,Business travel,2736.0,4,4,4,5,5,5,5,10.0,15.0,satisfied
39531,Female,Loyal Customer,59,Business travel,2736.0,2,2,2,2,4,4,4,0.0,0.0,satisfied
39532,Female,Loyal Customer,42,Business travel,2737.0,5,5,5,5,5,4,5,0.0,0.0,satisfied
39533,Female,Loyal Customer,41,Business travel,2737.0,4,5,4,4,5,5,3,0.0,0.0,satisfied
39534,Female,Loyal Customer,43,Business travel,2737.0,4,4,4,2,4,4,4,0.0,0.0,satisfied
39535,Female,Loyal Customer,45,Business travel,2737.0,4,4,5,2,5,5,4,0.0,0.0,satisfied
39536,Male,Loyal Customer,36,Business travel,2737.0,1,1,1,2,4,3,2,0.0,4.0,satisfied
39537,Female,Loyal Customer,43,Business travel,2737.0,5,5,5,2,4,4,5,0.0,7.0,satisfied
39538,Male,Loyal Customer,45,Business travel,2737.0,1,1,1,2,5,5,2,16.0,4.0,satisfied
39539,Female,Loyal Customer,50,Business travel,2737.0,4,4,4,3,4,4,3,0.0,0.0,satisfied
39540,Male,Loyal Customer,47,Business travel,2738.0,2,2,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
39541,Male,Loyal Customer,40,Business travel,2738.0,3,4,4,2,3,3,4,0.0,0.0,dissatisfied
39542,Male,Loyal Customer,39,Business travel,2738.0,5,5,5,3,4,5,3,0.0,3.0,satisfied
39543,Male,Loyal Customer,44,Business travel,2738.0,4,4,3,5,4,4,5,0.0,0.0,satisfied
39544,Female,Loyal Customer,56,Business travel,2738.0,1,1,1,4,4,4,5,0.0,1.0,satisfied
39545,Male,Loyal Customer,61,Business travel,2738.0,2,2,2,5,4,4,4,0.0,0.0,satisfied
39546,Female,Loyal Customer,59,Business travel,2738.0,1,1,4,4,4,4,3,44.0,60.0,satisfied
39547,Male,Loyal Customer,40,Business travel,2738.0,1,1,1,5,4,4,4,0.0,3.0,satisfied
39548,Female,Loyal Customer,48,Business travel,2738.0,0,0,0,2,4,4,3,0.0,0.0,satisfied
39549,Female,Loyal Customer,45,Business travel,2738.0,4,4,4,5,4,4,3,5.0,0.0,satisfied
39550,Female,Loyal Customer,27,Business travel,2738.0,3,3,3,3,3,3,3,0.0,0.0,dissatisfied
39551,Male,Loyal Customer,39,Business travel,2738.0,1,1,1,2,2,2,5,0.0,0.0,satisfied
39553,Female,Loyal Customer,57,Business travel,2739.0,3,3,3,4,4,4,5,2.0,0.0,satisfied
39556,Female,Loyal Customer,22,Business travel,2739.0,5,5,5,5,5,5,5,0.0,0.0,satisfied
39557,Female,Loyal Customer,47,Business travel,2739.0,2,2,2,3,4,4,5,0.0,0.0,satisfied
39558,Female,Loyal Customer,53,Business travel,2739.0,5,1,1,5,5,5,3,0.0,0.0,dissatisfied
39559,Female,Loyal Customer,21,Business travel,2739.0,5,4,5,4,4,4,4,4.0,12.0,satisfied
39560,Female,Loyal Customer,25,Business travel,2739.0,3,4,1,3,3,4,3,0.0,0.0,satisfied
39561,Female,Loyal Customer,49,Business travel,2739.0,0,5,0,2,4,2,4,1.0,0.0,satisfied
39562,Male,Loyal Customer,51,Business travel,2740.0,5,5,5,4,5,1,4,179.0,166.0,satisfied
39563,Female,Loyal Customer,54,Business travel,2740.0,3,5,5,4,3,3,3,34.0,33.0,dissatisfied
39564,Male,Loyal Customer,56,Business travel,2740.0,2,2,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
39566,Male,Loyal Customer,54,Business travel,2740.0,3,3,3,3,3,3,4,4.0,15.0,dissatisfied
39568,Female,Loyal Customer,35,Business travel,2740.0,2,4,4,4,2,2,3,0.0,0.0,dissatisfied
39569,Female,Loyal Customer,40,Business travel,2740.0,1,1,1,5,4,5,3,26.0,9.0,satisfied
39570,Female,Loyal Customer,59,Business travel,2740.0,1,1,1,3,5,5,5,37.0,26.0,satisfied
39571,Male,Loyal Customer,38,Business travel,2740.0,3,3,3,2,5,5,5,0.0,0.0,satisfied
39572,Female,Loyal Customer,51,Business travel,2740.0,1,1,1,5,3,3,5,51.0,34.0,satisfied
39573,Female,Loyal Customer,46,Business travel,2740.0,0,0,0,2,5,5,5,0.0,0.0,satisfied
39574,Male,Loyal Customer,51,Business travel,2740.0,2,2,5,5,5,5,3,0.0,0.0,satisfied
39575,Female,Loyal Customer,24,Business travel,2740.0,4,4,4,4,4,5,4,3.0,-45.0,dissatisfied
39576,Female,Loyal Customer,52,Business travel,2740.0,2,2,2,5,4,4,5,52.0,57.0,satisfied
39577,Male,Loyal Customer,41,Business travel,2740.0,5,5,5,1,4,4,5,0.0,0.0,satisfied
39579,Female,Loyal Customer,54,Business travel,2741.0,1,1,1,3,5,5,4,0.0,0.0,satisfied
39580,Female,Loyal Customer,41,Business travel,2741.0,2,2,2,2,5,5,4,2.0,0.0,satisfied
39581,Male,Loyal Customer,43,Business travel,2741.0,1,5,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
39582,Female,Loyal Customer,42,Business travel,2741.0,2,2,2,3,3,5,3,3.0,0.0,satisfied
39583,Male,Loyal Customer,40,Business travel,2741.0,1,1,1,3,2,2,3,0.0,0.0,satisfied
39584,Male,Loyal Customer,52,Business travel,2741.0,1,1,1,5,4,4,4,0.0,0.0,satisfied
39585,Female,Loyal Customer,45,Business travel,2741.0,2,2,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
39586,Female,Loyal Customer,56,Business travel,2741.0,3,3,3,5,4,4,3,0.0,0.0,satisfied
39587,Male,Loyal Customer,60,Business travel,2741.0,2,2,2,2,5,3,3,0.0,0.0,satisfied
39588,Male,Loyal Customer,72,Business travel,2741.0,3,3,3,1,5,5,3,0.0,0.0,satisfied
39589,Male,Loyal Customer,76,Business travel,2741.0,3,5,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
39590,Female,Loyal Customer,52,Business travel,2742.0,4,4,4,3,4,4,4,0.0,0.0,satisfied
39591,Female,Loyal Customer,22,Business travel,2742.0,4,4,4,4,4,1,4,0.0,3.0,satisfied
39592,Female,Loyal Customer,40,Business travel,2742.0,3,3,3,3,4,4,3,26.0,8.0,satisfied
39593,Male,Loyal Customer,58,Business travel,2742.0,1,1,1,2,5,5,3,88.0,96.0,satisfied
39594,Female,Loyal Customer,41,Business travel,2743.0,3,3,3,3,5,5,5,0.0,0.0,satisfied
39595,Female,Loyal Customer,42,Business travel,2743.0,3,5,4,3,4,3,2,48.0,39.0,dissatisfied
39597,Female,Loyal Customer,33,Business travel,2743.0,5,5,5,5,5,5,4,0.0,0.0,satisfied
39598,Male,Loyal Customer,68,Business travel,2743.0,3,4,4,1,3,3,4,20.0,22.0,dissatisfied
39599,Female,Loyal Customer,47,Business travel,2744.0,3,3,3,5,3,3,2,0.0,2.0,dissatisfied
39600,Male,Loyal Customer,42,Business travel,2744.0,1,1,1,3,2,2,2,0.0,0.0,satisfied
39601,Female,Loyal Customer,25,Business travel,2744.0,3,3,3,5,5,5,5,0.0,0.0,satisfied
39602,Male,Loyal Customer,58,Business travel,2744.0,2,2,2,5,4,4,3,0.0,0.0,satisfied
39603,Male,Loyal Customer,55,Business travel,2744.0,0,5,0,4,2,2,3,10.0,4.0,satisfied
39604,Male,Loyal Customer,24,Business travel,2744.0,1,0,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
39606,Male,Loyal Customer,38,Business travel,2745.0,1,1,3,2,5,5,5,4.0,0.0,satisfied
39607,Female,Loyal Customer,48,Business travel,2745.0,4,4,4,4,4,4,3,0.0,0.0,satisfied
39608,Male,Loyal Customer,59,Business travel,2745.0,0,0,0,5,5,5,2,0.0,0.0,satisfied
39609,Male,Loyal Customer,24,Business travel,2745.0,1,1,1,5,5,5,5,39.0,-45.0,satisfied
39611,Female,Loyal Customer,26,Business travel,2745.0,3,1,3,3,3,2,3,2.0,13.0,dissatisfied
39612,Female,Loyal Customer,56,Business travel,2745.0,0,5,0,5,5,5,5,24.0,19.0,satisfied
39613,Female,Loyal Customer,35,Business travel,2746.0,1,1,1,2,5,5,5,0.0,0.0,satisfied
39614,Male,Loyal Customer,49,Business travel,2746.0,5,5,5,2,5,5,5,2.0,6.0,satisfied
39615,Male,Loyal Customer,56,Business travel,2746.0,3,3,3,3,4,4,4,0.0,0.0,satisfied
39616,Female,Loyal Customer,24,Business travel,2746.0,3,5,5,3,3,5,3,0.0,-45.0,dissatisfied
39617,Male,Loyal Customer,54,Business travel,2746.0,1,1,1,2,2,2,3,0.0,17.0,satisfied
39618,Female,Loyal Customer,47,Business travel,2746.0,3,1,3,2,4,4,3,0.0,0.0,satisfied
39619,Male,Loyal Customer,35,Business travel,2746.0,4,2,2,4,4,4,4,0.0,0.0,dissatisfied
39620,Male,Loyal Customer,49,Business travel,2746.0,3,3,3,4,5,5,3,49.0,43.0,satisfied
39621,Male,Loyal Customer,58,Business travel,2746.0,4,4,4,4,5,5,3,22.0,12.0,satisfied
39622,Male,Loyal Customer,59,Business travel,2746.0,1,1,1,4,5,5,3,0.0,0.0,satisfied
39623,Female,Loyal Customer,70,Business travel,2747.0,4,2,2,2,4,4,2,19.0,26.0,dissatisfied
39624,Male,Loyal Customer,57,Business travel,2747.0,3,2,2,3,3,3,2,0.0,0.0,dissatisfied
39625,Female,Loyal Customer,45,Business travel,2747.0,3,3,3,3,5,5,4,0.0,0.0,satisfied
39626,Female,Loyal Customer,33,Business travel,2747.0,1,4,1,4,2,2,5,0.0,0.0,satisfied
39627,Male,Loyal Customer,55,Business travel,2747.0,5,5,5,3,5,5,3,95.0,97.0,satisfied
39628,Female,Loyal Customer,42,Business travel,2747.0,2,2,2,4,2,2,2,43.0,55.0,dissatisfied
39629,Female,Loyal Customer,39,Business travel,2747.0,1,1,5,3,5,5,3,0.0,0.0,satisfied
39630,Male,Loyal Customer,52,Business travel,2747.0,1,1,1,4,3,3,5,9.0,7.0,satisfied
39631,Male,Loyal Customer,60,Business travel,2747.0,4,4,4,4,5,5,4,4.0,1.0,satisfied
39632,Female,Loyal Customer,42,Business travel,2747.0,2,4,4,2,2,3,2,0.0,0.0,satisfied
39633,Female,Loyal Customer,26,Business travel,2747.0,1,5,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
39634,Male,Loyal Customer,46,Business travel,2747.0,1,1,1,5,4,4,3,28.0,27.0,satisfied
39635,Male,Loyal Customer,46,Business travel,2747.0,4,1,1,5,4,4,4,0.0,0.0,dissatisfied
39636,Female,Loyal Customer,42,Business travel,2747.0,2,2,2,2,3,3,5,0.0,4.0,satisfied
39637,Male,Loyal Customer,57,Business travel,2747.0,2,4,4,2,4,2,3,0.0,0.0,dissatisfied
39638,Female,Loyal Customer,25,Business travel,2748.0,4,4,4,3,3,4,3,0.0,0.0,satisfied
39639,Female,Loyal Customer,25,Business travel,2748.0,2,4,4,2,2,3,2,0.0,0.0,satisfied
39640,Male,Loyal Customer,50,Business travel,2748.0,2,2,2,4,4,4,4,0.0,1.0,satisfied
39641,Male,Loyal Customer,53,Business travel,2748.0,2,2,2,3,4,4,4,31.0,12.0,satisfied
39642,Male,Loyal Customer,27,Business travel,2748.0,2,3,4,2,2,2,2,17.0,12.0,dissatisfied
39643,Male,Loyal Customer,51,Business travel,2748.0,2,2,3,2,5,5,4,105.0,110.0,satisfied
39644,Male,Loyal Customer,51,Business travel,2748.0,4,4,4,5,5,5,3,17.0,0.0,satisfied
39646,Female,Loyal Customer,49,Business travel,2748.0,3,3,3,3,5,5,5,0.0,8.0,satisfied
39647,Male,Loyal Customer,51,Business travel,2748.0,2,5,3,4,2,2,2,0.0,13.0743375378899,dissatisfied
39648,Male,Loyal Customer,61,Business travel,2748.0,5,5,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
39649,Male,Loyal Customer,46,Business travel,2749.0,1,1,1,2,4,4,3,0.0,0.0,satisfied
39650,Male,Loyal Customer,43,Business travel,2749.0,4,2,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
39651,Female,Loyal Customer,49,Business travel,2749.0,2,5,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
39652,Female,Loyal Customer,46,Business travel,2749.0,3,3,4,5,4,5,3,0.0,0.0,satisfied
39653,Male,Loyal Customer,58,Business travel,2749.0,2,2,2,2,4,4,4,0.0,0.0,satisfied
39654,Female,Loyal Customer,44,Business travel,2749.0,0,5,0,3,5,5,3,0.0,12.0,satisfied
39655,Female,Loyal Customer,46,Business travel,2749.0,2,1,1,2,2,2,3,0.0,0.0,dissatisfied
39656,Male,Loyal Customer,59,Business travel,2749.0,0,4,0,4,5,5,4,0.0,0.0,satisfied
39657,Female,Loyal Customer,39,Business travel,2749.0,2,2,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
39658,Female,Loyal Customer,32,Business travel,2750.0,0,3,0,2,2,5,2,0.0,0.0,satisfied
39659,Male,Loyal Customer,47,Business travel,2750.0,3,3,3,5,5,5,5,19.0,26.0,satisfied
39660,Female,Loyal Customer,34,Business travel,2750.0,4,2,2,5,4,4,2,0.0,1.0,dissatisfied
39661,Female,Loyal Customer,42,Business travel,2750.0,4,3,3,4,4,4,4,13.699978441564664,13.0743375378899,neutral
39662,Female,Loyal Customer,50,Business travel,2750.0,2,2,2,2,4,4,3,6.0,0.0,satisfied
39663,Female,Loyal Customer,42,Business travel,2751.0,4,4,4,3,4,4,4,17.0,22.0,satisfied
39664,Male,Loyal Customer,51,Business travel,2751.0,2,2,3,2,3,3,4,66.0,50.0,satisfied
39665,Male,Loyal Customer,50,Business travel,2751.0,4,4,4,1,3,3,5,0.0,0.0,satisfied
39666,Male,Loyal Customer,46,Business travel,2751.0,4,4,1,4,5,5,4,0.0,0.0,satisfied
39667,Female,Loyal Customer,60,Business travel,2751.0,5,5,1,2,4,4,4,0.0,0.0,satisfied
39668,Male,Loyal Customer,39,Business travel,2751.0,1,4,1,3,4,4,4,0.0,5.0,satisfied
39669,Male,Loyal Customer,47,Business travel,2751.0,5,5,5,2,4,4,5,0.0,0.0,satisfied
39670,Male,Loyal Customer,63,Business travel,2751.0,3,3,3,4,4,4,5,13.0,5.0,satisfied
39671,Female,Loyal Customer,50,Business travel,2751.0,4,2,4,5,4,4,4,0.0,0.0,satisfied
39672,Female,Loyal Customer,56,Business travel,2751.0,3,3,4,3,5,5,3,126.0,94.0,satisfied
39675,Male,Loyal Customer,55,Business travel,2752.0,1,1,1,5,5,5,3,0.0,0.0,satisfied
39676,Male,Loyal Customer,42,Business travel,2752.0,5,5,5,2,4,4,4,11.0,1.0,satisfied
39677,Male,Loyal Customer,59,Business travel,2752.0,5,5,5,5,5,5,5,0.0,8.0,satisfied
